PC1,PC2,Cluster,Age
-0.781449795580758,1.535449254482977,0,65-74
-1.2973406143681725,0.9968809835564042,0,45-54
-0.09014769838436537,-0.8621387100690704,1,35-44
-1.3066864278934271,0.10392470830257318,3,65-74
-1.3573460582686117,2.115921990954358,0,45-54
-1.1614150029273773,-0.0660028375030316,3,55-64
1.2696538506744763,3.606000619856994,0,45-54
-1.1393394154820298,0.18849262276097173,3,55-64
-0.27011595175338693,0.03929321135508167,3,75 or older
0.7701076132666731,-1.2018552181727138,1,55-64
-0.5114590709680296,2.1057018210143865,0,65-74
0.8136380768932157,0.5458918021945998,1,35-44
-0.21069184480375883,2.441344772661201,0,65-74
1.13735613679705,1.0057824917193663,1,65-74
-0.05772183397069073,-0.7791398710587243,1,55-64
2.96533241035479,0.985447687155998,2,75 or older
-0.2830161389533878,2.0524230383918804,0,55-64
-1.69608766240386,2.1626548467234192,0,
0.9454153060441292,-0.23874070795222127,1,Prefer not to answer
-1.2973406143681725,0.9968809835564042,0,75 or older
-0.6361783706147082,1.3655217086773723,0,55-64
1.371099437488406,-0.4644442010872605,1,65-74
4.353960639766887,-0.4783593699361939,2,45-54
3.3348454353500845,0.5958405882291063,2,65-74
-0.27011595175338693,0.03929321135508167,3,35-44
-1.636082218503421,1.0436138393254655,0,55-64
1.2919459778219429,-0.739092681180374,1,55-64
-0.5255845759088517,-0.5104402798941836,3,55-64
1.680042533375786,-1.1701514087427891,1,75 or older
4.1160127175465835,0.9249762791692218,2,55-64
-0.6361783706147082,1.3655217086773723,0,65-74
4.605674328673829,3.130047582052466,2,75 or older
-0.8294778724300118,0.7281813923918639,0,75 or older
0.7304712780297594,2.421325580244726,0,65-74
1.2225241524480757,1.3929470965402848,0,75 or older
-1.7845869355955777,0.995050091376474,0,75 or older
0.34205241015817583,-0.9099168051558456,1,65-74
4.210544774562965,-0.6766337625531945,2,55-64
-0.7420776219479599,2.3861469293145428,0,75 or older
0.4345420994892371,1.359965573988564,0,55-64
-1.529775211376112,1.1367800255159828,0,65-74
1.0649583187587988,1.3738766043564796,0,65-74
0.8718182505200919,-0.19425714677045147,1,75 or older
1.2701081499401337,-0.5195204373047474,1,65-74
-0.008322467626670094,1.963766203252923,0,
0.327747365417346,-0.6342230857450182,1,55-64
-1.199344859382469,1.3075336301589249,0,65-74
-0.8967520444577747,-0.5467062631354684,3,45-54
0.2884014445805465,-0.8856327439858042,1,65-74
-0.8643261800441001,-0.4637074241251224,3,75 or older
-0.0016484251926479588,0.3054660452778743,1,65-74
0.47301879038339584,-0.8041506315506229,1,65-74
2.808026119647831,1.4273931794583417,2,45-54
1.0488437735014822,-0.12954706654382178,1,45-54
-0.5000820818200178,-0.21150773863102879,3,75 or older
-0.8332824405211483,-0.018694867163365828,3,55-64
0.034500364017905884,2.1129730828032067,0,75 or older
0.327747365417346,-0.6342230857450182,1,
-0.5109341733655393,1.8237283658730832,0,75 or older
-0.41538737671943665,0.20922075716068644,3,55-64
0.18849056842879452,0.4481120565149487,1,
-0.8746520154864649,1.0267539008063986,0,65-74
-0.03649673280673602,-0.8864227712391118,1,
0.866261846377666,-0.5133891880453347,1,75 or older
-0.2374313225790203,0.19974784551035796,3,65-74
-1.636082218503421,1.0436138393254655,0,55-64
0.698914833966269,-0.5979571025037334,1,45-54
0.4950943778287432,-0.5496551712866197,1,65-74
1.9901417294008823,1.9796763508866528,2,55-64
-1.3460323487302268,-0.1474849499382129,3,55-64
2.0104796114754477,1.983273557845185,2,55-64
-0.8967520444577747,-0.5467062631354684,3,
-0.22552314564774514,3.2618132716446184,0,75 or older
0.10843319121152493,0.01579917743834789,1,65-74
4.371330324557797,-0.7138937066719272,2,
2.0328117859626644,1.5498458039252343,2,65-74
2.673889617980737,0.33679626904573395,2,45-54
-0.9679448237581788,0.05719185253351193,3,
-0.5580104403225264,-0.5934391189045297,3,75 or older
-0.3967515077843139,0.13562851773249784,3,35-44
1.4528171147491036,0.46875017265443497,1,75 or older
-0.8967520444577747,-0.5467062631354684,3,35-44
1.9681957867056175,-0.45996328333824754,2,65-74
1.2732686581339951,-0.02482613225631303,1,65-74
-0.7861527422947473,2.194358656153344,0,45-54
0.7701076132666731,-1.2018552181727138,1,55-64
-0.0054529932837841764,-0.44141021427735516,1,65-74
-1.3066864278934271,0.10392470830257318,3,55-64
0.8444764829248893,0.7093346025505226,1,65-74
-0.7758269068523825,0.7038973312218223,0,55-64
0.7701076132666731,-1.2018552181727138,1,65-74
-0.8082527712660572,0.6208984922114761,0,75 or older
0.6483264831608518,0.15896387866986955,1,75 or older
0.14777911204832456,0.26720883567913406,1,55-64
-1.636082218503421,1.0436138393254655,0,
2.7233946054468468,-1.0003725240850314,2,65-74
2.6424682170101357,-0.8106554664721006,2,55-64
0.1284851245283552,1.5671530639129017,0,55-64
-1.3066864278934271,0.10392470830257318,3,65-74
1.3296592945749155,2.486959612459041,0,65-74
-0.7214443516803186,0.41640824708502405,3,75 or older
-0.632945078488601,1.5840130024319683,0,65-74
3.812517004239487,0.6417704640720386,2,45-54
-1.3066864278934271,0.10392470830257318,3,75 or older
0.4098528382890952,-0.1798039292011041,1,65-74
1.7511691658361457,-0.9159515153302139,1,
2.2432090221435472,-1.1121633302243417,2,45-54
2.436679201312746,-0.9889686401877981,2,
2.3571890694926907,0.480039099942675,2,65-74
-0.9567574883582141,0.5723347442624847,0,55-64
-0.1629808096265466,1.1333057272738378,0,65-74
-0.7447831673294307,1.1489098881835786,0,75 or older
1.197348490593639,-0.08098331859483024,1,45-54
0.3208273089942212,-0.8026339049754581,1,45-54
-1.3460323487302268,-0.1474849499382129,3,65-74
5.956349559849984,3.254581074093431,2,45-54
2.246648740653772,-0.7840756305321497,2,45-54
2.047277966802312,1.0697614982330474,2,65-74
0.8734381873023769,-0.8547189618091872,1,65-74
-1.636082218503421,1.0436138393254655,0,
-0.8794455505664612,1.2247966078804562,0,65-74
0.38984996956422496,7.301756270735013,0,65-74
-1.0508401422903122,1.3560973781079162,0,65-74
1.148656756231585,-1.2253492520894476,1,55-64
-1.3066864278934271,0.10392470830257318,3,55-64
5.2638955598759996,-0.4466555605062692,2,75 or older
-1.636082218503421,1.0436138393254655,0,65-74
0.3172047736767523,1.2450965334131476,0,55-64
0.7156675884824376,3.578280771387636,0,65-74
0.7701076132666731,-1.2018552181727138,1,65-74
0.48652071618357284,0.22047597991007276,1,65-74
1.0488437735014822,-0.12954706654382178,1,75 or older
-1.636082218503421,1.0436138393254655,0,65-74
-1.3066864278934271,0.10392470830257318,3,25-34
0.18849056842879452,0.4481120565149487,1,65-74
-1.1393394154820298,0.18849262276097173,3,75 or older
0.4635038038667247,-0.20408799037114547,1,
-0.8332824405211483,-0.018694867163365828,3,65-74
-0.8894833163304512,1.847222399789817,0,25-34
-0.3428952087154066,0.3929142131682903,3,
1.3774497184510917,0.6840884845516043,1,45-54
-1.199344859382469,1.3075336301589249,0,75 or older
-1.0729157297356597,1.1016019178439131,0,45-54
-0.8967520444577747,-0.5467062631354684,3,75 or older
-1.7845869355955777,0.995050091376474,0,65-74
-0.029228004679412462,1.5075058916861737,0,75 or older
-0.05772183397069073,-0.7791398710587243,1,65-74
-0.7721039820555035,2.4284055297368083,0,75 or older
-0.05772183397069073,-0.7791398710587243,1,55-64
-1.69608766240386,2.1626548467234192,0,65-74
3.195686531783182,1.4402331155339458,2,65-74
-0.8294778724300118,0.7281813923918639,0,55-64
-0.475392820619876,1.3282617645586394,0,65-74
-1.7845869355955777,0.995050091376474,0,35-44
-0.01601664061771126,1.3474992077414911,0,75 or older
2.186436870369215,0.22536897092820787,2,45-54
-1.3066864278934271,0.10392470830257318,3,75 or older
2.1972523384823512,0.24092455075707644,2,55-64
-1.69608766240386,2.1626548467234192,0,65-74
0.6521516061832721,2.2399109544735967,0,45-54
-0.47158825252873954,2.0751380241138695,0,55-64
-1.636082218503421,1.0436138393254655,0,75 or older
0.9445648197627364,-0.6005190683966121,1,55-64
1.371530342981958,0.7344043165827803,1,25-34
-1.69608766240386,2.1626548467234192,0,55-64
-0.10768951210714015,-0.28252465557013134,1,
-0.0016484251926479588,0.3054660452778743,1,65-74
1.6614066644406635,-1.0965591693146006,1,75 or older
-0.8967520444577747,-0.5467062631354684,3,65-74
-1.3460323487302268,-0.1474849499382129,3,
0.8197872217247474,-0.8304349006391457,1,75 or older
-1.3066864278934271,0.10392470830257318,3,55-64
-0.9567574883582141,0.5723347442624847,0,55-64
-0.8967520444577747,-0.5467062631354684,3,75 or older
3.327978252486736,-0.8836725913296848,2,65-74
3.1117566518674002,1.6286959054425156,2,55-64
4.678653483662892,-0.7591390992887199,2,65-74
-0.7214443516803186,0.41640824708502405,3,65-74
-0.8294778724300118,0.7281813923918639,0,55-64
-1.2181871547017094,1.2715294636495176,0,75 or older
3.597323971829927,-0.6595421384911849,2,75 or older
-1.69608766240386,2.1626548467234192,0,55-64
0.5085963036289202,0.474971440174076,1,65-74
-1.69608766240386,2.1626548467234192,0,
-1.2973406143681725,0.9968809835564042,0,55-64
-0.8967520444577747,-0.5467062631354684,3,55-64
3.381834551555643,-0.6263868958938925,2,55-64
1.090686731010179,-0.408668253757826,1,75 or older
-1.2181871547017094,1.2715294636495176,0,65-74
2.384827622303564,0.7549494423483631,2,
-1.199344859382469,1.3075336301589249,0,75 or older
-1.3066864278934271,0.10392470830257318,3,65-74
-0.11772727787113003,0.33990113633922897,1,65-74
-0.046822568249100846,0.6040385536924093,0,75 or older
0.7101021693662337,-0.08281421077476048,1,65-74
1.0065138383165355,0.3555056079017103,1,55-64
1.680042533375786,-1.1701514087427891,1,65-74
0.8134327434019375,0.2643220455887661,1,75 or older
-0.3715154121451053,0.8848182830449354,0,75 or older
-1.1393394154820298,0.18849262276097173,3,75 or older
-0.5255845759088517,-0.5104402798941836,3,
-1.3066864278934271,0.10392470830257318,3,55-64
0.03077743922102685,0.3884648842882206,1,65-74
-0.8967520444577747,-0.5467062631354684,3,75 or older
-0.09014769838436537,-0.8621387100690704,1,55-64
-1.3573460582686117,2.115921990954358,0,65-74
-0.8967520444577747,-0.5467062631354684,3,
0.2516565205230952,-0.17623464583457032,1,75 or older
3.546128126895779,1.2689174134248613,2,
0.7491201650757965,1.5155666720062237,0,45-54
2.3207273863194176,-0.35010506066877395,2,75 or older
1.2092883802581629,2.0123308826879573,0,65-74
0.8522130861384222,-0.7474360616287997,1,65-74
1.1689070734033693,-0.5919617333925423,1,65-74
3.0957638910809138,1.7794794988904794,2,45-54
-1.69608766240386,2.1626548467234192,0,65-74
2.0296299719632107,0.37040812170018705,2,65-74
3.388648835206039,-0.33933559447569117,2,55-64
3.182945406440977,0.7274540297621533,2,65-74
-0.9567574883582141,0.5723347442624847,0,75 or older
1.3332741020344343,-1.1438671396542663,1,65-74
2.9100831886850247,-1.111588215653737,2,45-54
4.337547210168039,1.9636986043148468,2,65-74
0.2884014445805465,-0.8856327439858042,1,75 or older
0.4036253976514393,1.519381505484477,0,65-74
3.0923348459598645,3.6257800540240397,2,55-64
2.0187841375110342,-1.2168842645118505,1,55-64
0.12502769059818686,2.9027720224878784,0,75 or older
0.8947556756689442,1.7732565746995628,0,55-64
-0.44643111624238857,-0.23579179980107015,3,65-74
2.7860949748486528,-0.00805902173905229,2,65-74
-0.8332824405211483,-0.018694867163365828,3,55-64
-0.1116215472295367,1.9211222681644202,0,75 or older
-0.4788569806560631,-0.3187906388114162,3,65-74
-1.7845869355955777,0.995050091376474,0,55-64
3.6485573702302423,-0.09048562691479708,2,75 or older
0.03077743922102685,0.3884648842882206,1,55-64
-1.199344859382469,1.3075336301589249,0,
1.0361026481592768,-0.8423261523156144,1,45-54
2.111986357416741,-0.708188910835272,2,
1.3332741020344343,-1.1438671396542663,1,65-74
0.7701076132666731,-1.2018552181727138,1,65-74
0.2884014445805465,-0.8856327439858042,1,65-74
-1.69608766240386,2.1626548467234192,0,75 or older
-1.7845869355955777,0.995050091376474,0,65-74
0.8011513527896249,-0.7568426612109571,1,35-44
-1.1393394154820298,0.18849262276097173,3,65-74
-1.199344859382469,1.3075336301589249,0,45-54
-0.0016484251926479588,0.3054660452778743,1,45-54
1.197348490593639,-0.08098331859483024,1,
3.853214884799405,0.5478519548507191,2,65-74
0.5976668527856669,2.1709611613216544,0,55-64
-1.38583988755989,-0.17072377179054038,3,55-64
0.23627838524004213,1.4348135910260784,0,
-0.7214443516803186,0.41640824708502405,3,65-74
-0.076817437635706,-0.3971620106026051,1,75 or older
-1.69608766240386,2.1626548467234192,0,65-74
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,35-44
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,45-54
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,Prefer not to answer
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,35-44
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,45-54
-1.38583988755989,-0.17072377179054038,3,45-54
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,45-54
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,45-54
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,45-54
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,55-64
-1.38583988755989,-0.17072377179054038,3,45-54
-1.38583988755989,-0.17072377179054038,3,75 or older
-1.38583988755989,-0.17072377179054038,3,65-74
-1.38583988755989,-0.17072377179054038,3,Prefer not to answer
-1.38583988755989,-0.17072377179054038,3,55-64
